pixel,Red,Green,Blue
3217,236,212,199
3218,242,220,203
3219,236,200,181
3220,213,161,152
3221,186,143,141
3222,116,61,85
3223,86,11,56
3224,103,30,66
3225,98,26,63
3226,95,21,58
3227,94,19,56
3228,92,18,56
3229,88,17,58
3230,95,25,68
3231,116,44,81
3232,139,65,92
3233,170,93,106
3234,188,112,115
3235,198,122,119
3236,205,130,121
3237,209,140,126
3238,209,139,121
3239,205,136,121
3240,203,134,121
3241,202,133,121
3242,201,131,120
3243,201,130,119
3244,201,133,120
3245,201,134,122
3246,196,133,125
3247,193,133,127
3248,175,102,107
3249,170,88,97
3250,185,115,117
3251,188,120,120
3252,188,119,118
3253,185,116,114
3254,185,118,112
3255,184,118,113
3256,186,125,119
3257,171,107,108
3258,104,30,61
3259,112,37,66
3260,142,67,84
3261,158,86,97
3262,174,95,98
3263,180,95,94
3264,255,222,163
3265,254,219,159
3266,243,190,139
3267,224,144,112
3268,213,115,100
3269,213,111,98
3270,214,113,98
3271,215,110,95
3272,216,110,97
3273,218,113,101
3274,221,112,101
3275,219,110,100
3276,226,116,107
3277,234,116,102
3278,199,132,130
3279,218,202,191
3280,232,209,192
3281,217,190,179
3282,193,160,156
3283,148,99,112
3284,101,41,76
3285,75,7,53
3286,83,10,54
3287,96,23,63
3288,95,21,59
3289,94,20,58
3290,92,17,58
3291,92,19,62
3292,106,36,74
3293,139,67,94
3294,171,96,111
3295,187,110,117
3296,201,124,120
3297,207,132,122
3298,205,134,122
3299,206,135,122
3300,206,136,123
3301,206,136,121
3302,207,133,118
3303,202,129,117
3304,200,128,119
3305,200,128,119
3306,198,127,119
3307,196,127,120
3308,198,131,120
3309,200,134,121
3310,196,133,124
3311,193,134,127
3312,179,112,114
3313,160,78,89
3314,177,103,108
3315,183,116,118
3316,184,117,117
3317,180,113,113
3318,176,112,113
3319,174,112,113
3320,177,116,114
3321,188,123,117
3322,116,44,70
3323,83,9,54
3324,140,53,76
3325,176,84,89
3326,189,88,86
3327,202,95,87
3328,201,129,111
3329,227,169,128
3330,254,219,160
3331,253,217,158
3332,238,178,126
3333,221,132,103
3334,212,108,94
3335,214,109,95
3336,218,115,100
3337,219,114,101
3338,219,112,101
3339,233,121,107
3340,227,114,102
3341,151,57,75
3342,81,10,56
3343,84,26,70
3344,97,37,76
3345,87,26,68
3346,78,10,57
3347,80,7,53
3348,89,20,62
3349,96,26,66
3350,97,24,61
3351,96,25,63
3352,90,19,61
3353,100,28,70
3354,126,54,88
3355,158,85,103
3356,187,110,114
3357,200,123,119
3358,201,126,119
3359,206,133,121
3360,209,137,121
3361,209,137,122
3362,206,134,121
3363,204,130,121
3364,203,130,122
3365,202,131,122
3366,203,132,120
3367,201,129,118
3368,199,129,121
3369,196,127,120
3370,196,127,120
3371,194,127,121
3372,193,128,119
3373,194,131,122
3374,192,132,123
3375,190,131,124
3376,184,121,121
3377,157,78,89
3378,163,87,98
3379,173,110,116
3380,175,112,115
3381,170,102,106
3382,170,95,99
3383,177,99,98
3384,192,113,105
3385,207,130,108
3386,203,134,106
3387,212,147,111
3388,216,144,116
3389,184,87,87
3390,181,76,82
3391,202,94,87
3392,167,71,86
3393,169,75,85
3394,198,120,104
3395,240,193,141
3396,255,228,166
3397,249,213,161
3398,235,169,128
3399,217,119,97
3400,211,106,95
3401,220,118,105
3402,235,126,109
3403,192,90,91
3404,106,25,61
3405,78,9,56
3406,96,26,66
3407,96,22,63
3408,93,21,63
3409,95,24,65
3410,97,27,66
3411,96,26,64
3412,95,24,62
3413,95,26,66
3414,88,16,60
3415,100,33,76
3416,142,68,98
3417,171,93,110
3418,181,106,114
3419,192,118,118
3420,203,133,124
3421,208,143,127
3422,211,143,126
3423,212,139,123
3424,209,134,121
3425,206,131,119
3426,202,129,119
3427,202,129,121
3428,201,130,123
3429,199,127,120
3430,198,128,121
3431,198,129,120
3432,196,127,120
3433,196,125,119
3434,193,124,119
3435,193,125,120
3436,192,125,119
3437,189,126,120
3438,186,126,122
3439,182,124,122
3440,181,123,123
3441,156,85,95
3442,156,78,90
3443,173,106,107
3444,177,101,102
3445,200,124,110
3446,224,163,131
3447,232,170,127
3448,211,123,94
3449,197,104,85
3450,221,151,105
3451,247,191,124
3452,226,162,115
3453,155,66,80
3454,187,82,85
3455,212,101,88
3456,188,94,94
3457,185,88,91
3458,173,73,85
3459,176,82,84
3460,214,148,123
3461,249,213,159
3462,255,229,173
3463,244,199,153
3464,233,156,124
3465,227,126,107
3466,150,60,78
3467,83,16,60
3468,86,17,61
3469,104,25,63
3470,103,27,66
3471,100,26,64
3472,96,22,59
3473,93,20,60
3474,93,20,60
3475,92,19,59
3476,92,19,64
3477,113,39,83
3478,154,78,103
3479,193,110,118
3480,211,126,124
3481,205,128,124
3482,203,136,127
3483,204,134,125
3484,204,135,125
3485,207,144,127
3486,206,140,125
3487,207,136,122
3488,208,132,119
3489,206,130,119
3490,203,132,122
3491,202,129,119
3492,200,129,121
3493,196,125,121
3494,194,125,120
3495,196,127,119
3496,195,125,117
3497,194,126,118
3498,194,125,117
3499,194,124,116
3500,192,125,118
3501,187,123,118
3502,181,122,119
3503,175,117,117
3504,166,110,115
3505,153,84,96
3506,173,82,81
3507,190,94,77
3508,210,124,95
3509,245,192,143
3510,249,210,156
3511,248,203,143
3512,234,173,125
3513,232,176,135
3514,250,206,145
3515,238,173,116
3516,142,51,65
3517,147,56,76
3518,177,75,82
3519,165,66,77
3520,187,92,94
3521,188,92,93
3522,189,90,93
3523,184,86,90
3524,174,71,84
3525,184,95,88
3526,226,168,130
3527,255,235,179
3528,247,207,154
3529,130,51,71
3530,76,8,57
3531,97,22,61
3532,106,30,66
3533,101,26,64
3534,99,27,67
3535,94,21,62
3536,96,21,61
3537,97,22,62
3538,93,19,63
3539,106,33,76
3540,162,83,110
3541,203,117,122
3542,212,126,126
3543,208,132,127
3544,210,140,127
3545,214,148,130
3546,214,150,131
3547,211,144,128
3548,199,128,124
3549,204,141,128
3550,208,143,126
3551,205,135,122
3552,208,133,120
3553,207,131,120
3554,203,132,122
3555,200,128,119
3556,196,126,119
3557,194,124,118
3558,193,123,118
3559,192,123,117
3560,188,118,116
3561,184,114,113
3562,182,110,110
3563,180,108,109
3564,178,106,108
3565,172,101,104
3566,164,100,106
3567,166,104,108
3568,178,119,116
3569,174,108,107
3570,178,99,95
3571,219,147,115
3572,237,186,137
3573,245,203,152
3574,246,207,157
3575,249,211,157
3576,251,213,152
3577,250,201,136
3578,226,149,102
3579,141,54,66
3580,114,31,63
3581,143,51,70
3582,148,63,86
3583,131,53,78
3584,187,92,97
3585,188,91,93
3586,190,90,91
3587,191,92,93
3588,192,91,90
3589,176,73,85
3590,183,82,86
3591,183,105,97
3592,113,46,70
3593,77,9,57
3594,99,25,63
3595,102,27,65
3596,95,20,61
3597,95,23,64
3598,96,25,65
3599,98,27,65
3600,89,17,57
3601,96,20,63
3602,148,68,100
3603,194,109,119
3604,212,125,125
3605,208,128,124
3606,208,135,128
3607,212,143,131
3608,213,146,130
3609,212,144,128
3610,210,143,128
3611,211,145,128
3612,201,131,124
3613,203,137,127
3614,209,147,131
3615,205,139,125
3616,206,134,121
3617,206,131,120
3618,204,131,120
3619,198,127,120
3620,194,124,120
3621,190,122,119
3622,183,113,115
3623,182,109,112
3624,192,120,115
3625,204,135,116
3626,211,143,115
3627,216,148,116
3628,224,161,126
3629,224,169,135
3630,224,177,144
3631,234,195,155
3632,245,206,155
3633,248,201,143
3634,248,203,149
3635,248,212,159
3636,248,212,160
3637,251,214,156
3638,245,196,138
3639,228,153,109
3640,216,122,91
3641,193,85,74
3642,136,35,61
3643,116,28,61
3644,134,47,71
3645,148,67,88
3646,137,62,85
3647,133,59,86
3648,194,91,91
3649,191,91,92
3650,189,92,94
3651,189,90,92
3652,190,92,93
3653,201,100,99
3654,149,58,76
3655,75,4,56
3656,79,11,59
3657,99,26,63
3658,98,24,63
3659,93,22,62
3660,97,22,62
3661,98,25,65
3662,96,24,63
3663,90,18,63
3664,113,40,80
3665,177,95,113
3666,212,124,126
3667,210,128,127
3668,208,134,127
3669,212,138,127
3670,212,139,127
3671,211,139,129
3672,211,142,129
3673,212,143,129
3674,212,143,128
3675,211,143,127
3676,203,134,124
3677,197,130,124
3678,205,139,126
3679,205,137,122
3680,205,134,119
3681,205,130,119
3682,201,127,118
3683,196,123,117
3684,185,115,116
3685,178,108,113
3686,196,129,116
3687,223,164,126
3688,238,181,126
3689,242,186,125
3690,244,192,132
3691,245,202,150
3692,246,211,160
3693,247,216,167
3694,248,218,168
3695,247,213,163
3696,244,203,151
3697,242,196,146
3698,246,206,156
3699,251,209,153
3700,239,188,134
3701,213,137,101
3702,193,91,79
3703,188,75,78
3704,177,65,76
3705,155,53,72
3706,136,43,67
3707,139,49,72
3708,157,75,92
3709,140,63,80
3710,124,44,68
3711,138,58,81
3712,194,94,96
3713,193,92,92
3714,192,93,95
3715,191,95,97
3716,206,103,99
3717,154,61,78
3718,80,12,57
3719,92,23,64
3720,101,28,66
3721,98,22,60
3722,93,20,60
3723,96,24,63
3724,96,26,65
3725,90,19,61
3726,92,22,66
3727,153,78,103
3728,207,125,129
3729,212,130,128
3730,208,131,125
3731,213,139,128
3732,212,139,128
3733,210,134,124
3734,210,136,126
3735,209,139,128
3736,209,140,129
3737,210,142,128
3738,210,142,129
3739,212,144,128
3740,207,137,126
3741,191,126,123
3742,197,133,124
3743,202,135,122
3744,202,133,121
3745,200,129,120
3746,195,123,117
3747,183,114,115
3748,185,119,117
3749,217,157,125
3750,238,186,128
3751,242,188,126
3752,240,187,130
3753,240,194,142
3754,240,200,152
3755,240,203,158
3756,240,203,158
3757,241,207,163
3758,241,206,161
3759,242,204,155
3760,242,201,153
3761,247,205,155
3762,234,179,134
3763,187,112,96
3764,161,67,76
3765,155,51,70
3766,163,57,72
3767,171,68,76
3768,165,64,77
3769,152,54,71
3770,150,59,79
3771,156,74,92
3772,133,55,78
3773,117,37,64
3774,145,66,86
3775,170,93,106
3776,191,93,96
3777,193,92,92
3778,198,95,94
3779,214,106,102
3780,153,59,78
3781,80,11,57
3782,92,22,63
3783,100,27,65
3784,98,25,64
3785,94,23,64
3786,95,24,63
3787,92,23,63
3788,91,25,68
3789,110,42,84
3790,179,102,116
3791,209,128,127
3792,206,129,124
3793,211,137,126
3794,214,139,127
3795,213,138,127
3796,211,135,126
3797,209,134,124
3798,208,134,127
3799,207,136,130
3800,207,137,129
3801,208,138,129
3802,208,141,130
3803,210,141,129
3804,208,141,129
3805,193,127,125
3806,191,128,124
3807,201,137,127
3808,199,133,126
3809,195,127,123
3810,184,115,118
3811,187,122,121
3812,226,174,133
3813,241,188,129
3814,237,181,125
3815,237,186,134
3816,239,197,150
3817,239,200,156
3818,240,201,154
3819,240,201,155
3820,239,205,163
3821,241,209,170
3822,242,207,164
3823,242,207,163
3824,246,202,150
3825,230,170,130
3826,132,50,69
3827,125,35,67
3828,153,58,79
3829,172,72,82
3830,181,78,82
3831,172,69,77
3832,150,53,72
3833,151,60,79
3834,155,71,88
3835,134,52,76
3836,129,48,74
3837,151,75,96
3838,169,101,115
3839,164,99,113
3840,195,97,97
3841,196,93,94
3842,212,104,98
3843,157,63,81
3844,81,12,61
3845,95,27,68
3846,101,31,69
3847,95,23,63
3848,92,21,62
3849,93,24,65
3850,93,27,69
3851,102,39,82
3852,132,63,98
3853,192,115,121
3854,203,124,123
3855,205,130,124
3856,214,138,125
3857,212,136,123
3858,211,135,126
3859,211,136,126
3860,209,137,126
3861,209,134,124
3862,207,133,124
3863,206,134,127
3864,205,135,127
3865,207,138,128
3866,208,139,129
3867,208,138,129
3868,208,138,129
3869,198,127,123
3870,189,123,125
3871,199,135,132
3872,197,132,128
3873,187,121,122
3874,182,115,119
3875,223,169,134
3876,239,191,135
3877,234,181,127
3878,236,189,138
3879,238,200,155
3880,236,199,158
3881,237,199,155
3882,238,200,155
3883,238,203,161
3884,239,207,168
3885,239,205,161
3886,240,204,160
3887,243,203,154
3888,231,168,131
3889,134,52,72
3890,122,36,65
3891,161,67,81
3892,172,76,86
3893,176,78,85
3894,167,68,80
3895,158,61,76
3896,161,69,85
3897,156,70,87
3898,143,59,81
3899,145,65,88
3900,160,86,105
3901,161,95,112
3902,140,71,93
3903,109,38,67
3904,184,84,88
3905,203,99,96
3906,156,64,80
3907,80,16,61
3908,94,24,64
3909,101,30,68
3910,95,26,64
3911,93,24,64
3912,92,22,62
3913,98,29,67
3914,102,36,76
3915,144,72,101
3916,199,122,123
3917,198,121,119
3918,206,136,125
3919,213,142,126
3920,211,135,122
3921,210,134,122
3922,210,134,123
3923,210,135,125
3924,209,135,123
3925,208,134,121
3926,206,132,123
3927,206,133,123
3928,205,134,126
3929,205,136,127
3930,206,137,127
3931,208,138,127
3932,207,136,124
3933,201,129,123
3934,188,121,122
3935,191,128,127
3936,191,126,125
3937,175,109,118
3938,200,140,124
3939,235,184,132
3940,233,180,129
3941,235,188,139
3942,237,201,157
3943,236,199,154
3944,236,202,162
3945,237,203,162
3946,236,204,166
3947,236,207,172
3948,238,206,166
3949,238,200,153
3950,240,204,159
3951,244,191,141
3952,134,55,71
3953,99,20,59
3954,148,58,76
3955,169,74,84
3956,165,69,81
3957,155,61,77
3958,160,69,85
3959,160,74,90
3960,150,66,85
3961,148,68,89
3962,153,76,96
3963,152,79,101
3964,141,69,92
3965,126,54,79
3966,104,32,62
3967,90,18,54
3968,209,111,107
3969,163,70,83
3970,86,19,62
3971,91,21,61
3972,100,23,60
3973,95,21,61
3974,92,18,58
3975,92,20,59
3976,96,24,61
3977,91,24,63
3978,137,65,88
3979,204,124,119
3980,203,127,120
3981,210,143,126
3982,212,140,125
3983,209,137,124
3984,210,135,122
3985,209,132,122
3986,208,132,122
3987,210,136,124
3988,209,136,123
3989,207,134,124
3990,206,132,122
3991,205,132,124
3992,204,133,125
3993,203,133,126
3994,204,134,125
3995,206,135,124
3996,206,132,123
3997,206,131,122
3998,192,121,121
3999,183,120,124
4000,183,120,124
4001,176,113,120
4002,220,165,132
4003,232,180,131
4004,231,179,133
4005,235,194,152
4006,236,199,159
4007,234,200,163
4008,235,202,165
4009,236,203,166
4010,236,205,171
4011,237,207,174
4012,238,203,160
4013,236,198,153
4014,248,209,162
4015,204,137,111
4016,89,14,54
4017,137,49,71
4018,154,62,77
4019,160,67,81
4020,159,65,82
4021,162,74,89
4022,154,74,92
4023,146,65,88
4024,146,67,89
4025,142,66,87
4026,126,51,76
4027,121,45,72
4028,116,41,69
4029,106,31,62
4030,105,31,61
4031,129,49,74
4032,230,138,116
4033,112,39,72
4034,86,18,60
4035,101,27,63
4036,99,27,63
4037,92,19,60
4038,92,18,59
4039,99,23,58
4040,83,13,52
4041,121,51,77
4042,229,143,124
4043,201,120,113
4044,211,142,124
4045,213,146,127
4046,210,137,122
4047,211,136,121
4048,210,135,122
4049,208,130,121
4050,208,133,122
4051,211,134,122
4052,209,135,123
4053,207,132,121
4054,207,131,119
4055,205,130,123
4056,203,129,123
4057,203,130,124
4058,203,130,124
4059,204,128,123
4060,205,126,121
4061,209,127,118
4062,196,121,118
4063,177,111,120
4064,174,111,121
4065,188,130,127
4066,230,176,136
4067,230,177,131
4068,232,186,145
4069,233,195,159
4070,234,194,156
4071,235,200,166
4072,234,200,165
4073,236,203,173
4074,236,205,174
4075,238,207,172
4076,239,201,156
4077,236,198,155
4078,252,208,158
4079,161,89,87
4080,106,24,60
4081,152,61,77
4082,147,53,74
4083,157,65,82
4084,161,77,96
4085,151,76,98
4086,137,61,85
4087,140,64,89
4088,140,65,87
4089,111,33,62
4090,101,20,54
4091,108,33,64
4092,112,39,71
4093,97,25,61
4094,129,41,65
4095,182,73,82
